,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
598,POCOCI,24,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,RESTAURACION NACIONAL
599,DESAMPARADOS,41,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA
600,ACOSTA,44,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. HACINADA,ALFABETIZADO,8.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,20209,342.2,59,5871,3.44,26.5,4.9,ACCION CIUDADANA,ACCION CIUDADANA
601,UPALA,43,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,EXTRANJERO,DISCAPACITADO,43953,1580.7,28,11518,3.81,24.9,7.7,LIBERACION NACIONAL,ACCION CIUDADANA
602,PUNTARENAS,45,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,RESTAURACION NACIONAL,RESTAURACION NACIONAL
603,BUENOS AIRES,41,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,7.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,45244,2384.2,19,12205,3.7,25.3,6.7,LIBERACION NACIONAL,ACCION CIUDADANA
604,LOS CHILES,28,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.1,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,EXTRANJERO,NO DISCAPACITADO,23735,1358.9,17,6035,3.93,22.5,8.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL
605,SAN JOSE,19,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL
606,VAZQUEZ DE CORONADO,63,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.4,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,60486,222.2,272,17155,3.52,31.3,8.1,INTEGRACION NACIONAL,ACCION CIUDADANA
607,PEREZ ZELEDON,32,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,NO ALFABETIZADO,6.1,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,134534,1905.5,71,38508,3.48,29.3,7.8,ACCION CIUDADANA,ACCION CIUDADANA
608,CARTAGO,26,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA
609,PUNTARENAS,57,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.4,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA
610,DESAMPARADOS,34,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
611,LIMON,46,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL
612,CARTAGO,51,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
613,LA UNION,63,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.0,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,99399,44.8,2217,26979,3.67,31.5,8.4,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA
614,SAN JOSE,43,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,11.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,RESTAURACION NACIONAL
615,POAS,21,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,29199,73.8,395,7906,3.69,22.8,9.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL
616,TURRIALBA,31,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,69616,1642.7,42,20453,3.4,26.5,8.3,INTEGRACION NACIONAL,ACCION CIUDADANA
617,PEREZ ZELEDON,45,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. HACINADA,ALFABETIZADO,9.1,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,134534,1905.5,71,38508,3.48,29.3,7.8,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
618,PUNTARENAS,32,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,115019,1842.3,62,33228,3.44,29.9,4.8,LIBERACION NACIONAL,ACCION CIUDADANA
619,ABANGARES,61,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,4.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,18039,675.8,27,5311,3.39,26.7,6.6,LIBERACION NACIONAL,ACCION CIUDADANA
620,ALAJUELA,45,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.4,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA
621,SAN CARLOS,57,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,4.6,EN EDUCACION REGULAR,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,163745,3348.0,49,44966,3.62,24.7,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL
622,VAZQUEZ DE CORONADO,46,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,60486,222.2,272,17155,3.52,31.3,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA
623,DESAMPARADOS,49,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,NUEVA GENERACION,ACCION CIUDADANA
624,DESAMPARADOS,37,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA
625,HEREDIA,41,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,11.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,123616,282.6,437,35216,3.5,34.9,9.2,ACCION CIUDADANA,ACCION CIUDADANA
626,SANTA CRUZ,46,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.5,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,55104,1312.3,42,16645,3.31,31.7,4.9,INTEGRACION NACIONAL,ACCION CIUDADANA
627,TALAMANCA,60,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. HACINADA,ALFABETIZADO,7.2,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,30712,2809.9,11,7999,3.83,26.7,5.2,INTEGRACION NACIONAL,RESTAURACION NACIONAL
628,SIQUIRRES,54,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,4.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,56786,860.2,66,16206,3.49,25.0,6.6,FRENTE AMPLIO,RESTAURACION NACIONAL
629,SANTA ANA,61,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,49123,61.4,800,14235,3.43,29.8,10.2,RESTAURACION NACIONAL,ACCION CIUDADANA
630,SANTO DOMINGO,35,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.2,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,40072,24.8,1613,11496,3.48,30.4,10.1,INTEGRACION NACIONAL,ACCION CIUDADANA
631,DESAMPARADOS,32,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA
632,QUEPOS,32,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,8.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,26861,543.8,49,8094,3.32,24.6,8.0,RESTAURACION NACIONAL,ACCION CIUDADANA
633,LIMON,41,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.7,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,94415,1765.8,53,26666,3.52,32.7,4.4,LIBERACION NACIONAL,RESTAURACION NACIONAL
634,TURRIALBA,55,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,5.0,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,69616,1642.7,42,20453,3.4,26.5,8.3,ACCION CIUDADANA,RESTAURACION NACIONAL
635,GRECIA,37,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,ACCION CIUDADANA,ACCION CIUDADANA
636,LA UNION,52,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.0,EN EDUCACION REGULAR,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,99399,44.8,2217,26979,3.67,31.5,8.4,ACCION CIUDADANA,ACCION CIUDADANA
637,SAN CARLOS,48,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,163745,3348.0,49,44966,3.62,24.7,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL
638,SANTA ANA,41,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,12.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,49123,61.4,800,14235,3.43,29.8,10.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
639,NARANJO,60,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,5.1,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,42713,126.6,337,11678,3.65,26.4,7.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
640,GRECIA,51,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.6,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
641,GOICOECHEA,53,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.7,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,RESTAURACION NACIONAL
642,LA UNION,26,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. HACINADA,ALFABETIZADO,10.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,ACCION CIUDADANA
643,SAN RAMON,23,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.0,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,80566,1018.6,79,23301,3.44,28.4,8.3,LIBERACION NACIONAL,ACCION CIUDADANA
644,MATINA,38,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.7,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,37721,772.6,49,10410,3.59,22.6,2.7,RESTAURACION NACIONAL,RESTAURACION NACIONAL
645,GUACIMO,46,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.0,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,41266,576.5,72,11797,3.47,27.6,5.4,ACCION CIUDADANA,RESTAURACION NACIONAL
646,SAN JOSE,25,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,ACCION CIUDADANA
647,LIMON,24,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.7,EN EDUCACION REGULAR,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,ACCION CIUDADANA
648,GOLFITO,21,NO URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,5.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,39150,1754.0,22,11576,3.37,27.7,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL
649,SAN ISIDRO,53,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,20633,27.0,765,5807,3.54,28.5,11.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL
650,SAN JOSE,47,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,RESTAURACION NACIONAL
651,HEREDIA,38,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,13.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
652,SAN JOSE,64,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,11.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
653,NARANJO,64,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.1,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,42713,126.6,337,11678,3.65,26.4,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
654,SAN JOSE,44,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL
655,COTO BRUS,29,NO URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,38453,933.9,41,10936,3.5,24.6,7.8,INTEGRACION NACIONAL,ACCION CIUDADANA
656,TIBAS,51,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,ACCION CIUDADANA
657,LA UNION,58,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.0,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,99399,44.8,2217,26979,3.67,31.5,8.4,RESTAURACION NACIONAL,ACCION CIUDADANA
658,ALAJUELA,18,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.4,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,RESTAURACION NACIONAL
659,OREAMUNO,39,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,DISCAPACITADO,45473,201.3,226,11232,4.04,26.0,7.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
660,MORA,33,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,9.9,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,26294,162.0,162,7782,3.38,28.7,10.1,RESTAURACION NACIONAL,RESTAURACION NACIONAL
661,GRECIA,43,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,ACCION CIUDADANA,ACCION CIUDADANA
662,CARTAGO,40,URBANO,M,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA
663,SAN JOSE,21,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,10.3,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,288054,44.6,6456,81903,3.5,39.6,6.9,LIBERACION NACIONAL,RESTAURACION NACIONAL
664,PARAISO,49,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.3,EDUCACION REGULAR INACTIVA,EMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,57743,411.9,140,14626,3.94,26.0,4.9,LIBERACION NACIONAL,ACCION CIUDADANA
665,GRECIA,40,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,9.8,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,76898,395.7,194,21709,3.53,24.0,7.0,RESTAURACION NACIONAL,RESTAURACION NACIONAL
666,SIQUIRRES,26,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.2,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL
667,PALMARES,61,URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,7.2,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,34716,38.1,912,9657,3.58,27.6,9.5,RESTAURACION NACIONAL,ACCION CIUDADANA
668,QUEPOS,43,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,7.8,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,26861,543.8,49,8094,3.32,24.6,8.0,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL
669,TIBAS,46,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. HACINADA,ALFABETIZADO,12.1,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,ACCION CIUDADANA
670,OROTINA,22,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,8.6,EN EDUCACION REGULAR,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,DISCAPACITADO,20341,141.9,143,6024,3.37,27.8,5.1,RESTAURACION NACIONAL,ACCION CIUDADANA
671,POCOCI,40,NO URBANO,F,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,6.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,DISCAPACITADO,125962,2403.5,52,36238,3.46,26.5,6.3,NULO,BLANCO
672,DESAMPARADOS,27,URBANO,M,NO DEPENDIENTE,V. MAL ESTADO,V. NO HACINADA,ALFABETIZADO,11.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,NO ASEGURADO,EXTRANJERO,NO DISCAPACITADO,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA
673,OROTINA,42,NO URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,6.6,EDUCACION REGULAR INACTIVA,DESEMPLEADO,ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,20341,141.9,143,6024,3.37,27.8,5.1,DE LOS TRABAJADORES,ACCION CIUDADANA
674,LIMON,34,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,8.7,EDUCACION REGULAR INACTIVA,EMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,94415,1765.8,53,26666,3.52,32.7,4.4,RESTAURACION NACIONAL,RESTAURACION NACIONAL
675,BELEN,21,URBANO,F,NO DEPENDIENTE,V. BUEN ESTADO,V. NO HACINADA,ALFABETIZADO,10.2,EN EDUCACION REGULAR,DESEMPLEADO,NO ASEGURADO,NO EXTRANJERO,NO DISCAPACITADO,21633,12.1,1780,6011,3.59,28.6,10.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA
